drugbank_id,drugname,drug_type,target,approved,experimental,illicit,investigational,nutraceutical,withdrawn 
DB02127,Diisopropyl methylphosphonate,small molecule,"['BE0001535', 'BE0004036']",0,1,0,0,0,0
DB02129,Dihydroorotic Acid,small molecule,['BE0001452'],0,1,0,0,0,0
DB02130,Vanillic acid,small molecule,['BE0001507'],0,1,0,0,0,0
DB02131,N-1-methylheptylformamide,small molecule,['BE0000465'],0,1,0,0,0,0
DB02132,Zenarestat,small molecule,['BE0000747'],0,1,0,0,0,0
DB02133,Chlorophyll A,small molecule,['BE0001426'],0,1,0,0,0,0
DB02134,Xanthine,small molecule,"['BE0001556', 'BE0002009']",0,1,0,0,0,0
DB02135,"1-deoxy-1-{2,6,8-trioxo-7-[4-(phosphonooxy)butyl]-1,2,3,6,7,8-hexahydro-9H-purin-9-yl}-D-arabinitol",small molecule,['BE0001270'],0,1,0,0,0,0
DB02137,Molybdenum cofactor,small molecule,['BE0001458'],0,1,0,0,0,0
DB02138,Diethyl 4-Methylbenzylphosphonate,small molecule,"['BE0001535', 'BE0004036']",0,1,0,0,0,0
DB02139,(2e)-N-Allyl-4-{[3-(4-Bromophenyl)-5-Fluoro-1-Methyl-1h-Indazol-6-Yl]Oxy}-N-Methyl-2-Buten-1-Amine,small molecule,['BE0001553'],0,1,0,0,0,0
DB02140,N1-(1-Dimethylcarbamoyl-2-Phenyl-Ethyl)-2-Oxo-N4-(2-Pyridin-2-Yl-Ethyl)-Succinamide,small molecule,['BE0003970'],0,1,0,0,0,0
DB02141,"S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",small molecule,['BE0000263'],0,1,0,0,0,0
DB02142,Pyridoxamine-5'-Phosphate,small molecule,"['BE0001344', 'BE0001561', 'BE0001481', 'BE0001509', 'BE0001465', 'BE0001510', 'BE0000273', 'BE0001396', 'BE0000721', 'BE0001512']",0,1,0,0,0,0
DB02143,1-hydroxy-2-isopropylguanidine,small molecule,['BE0000067'],0,1,0,0,0,0
DB02144,"1,2-diacyl-sn-glycero-3-phosphoinositol",small molecule,['BE0001505'],0,1,0,0,0,0
DB02145,Butyl alcohol,small molecule,['BE0001234'],0,1,0,0,0,0
DB02147,Cyclo-Tetrametavanadate,small molecule,['BE0001472'],0,1,0,0,0,0
DB02148,3-Amino-4-Oxybenzyl-2-Butanone,small molecule,['BE0000939'],0,1,0,0,0,0
DB02151,Methionine Phosphonate,small molecule,"['BE0001537', 'BE0002012']",0,1,0,0,0,0
DB02152,K-252a,small molecule,"['BE0000915', 'BE0000870']",0,1,0,0,0,0
DB02153,3-sulfino-L-alanine,small molecule,"['BE0001464', 'BE0001426', 'BE0004515', 'BE0001491', 'BE0000648', 'BE0001462', 'BE0001299', 'BE0001485', 'BE0001972', 'BE0001651', 'BE0002703', 'BE0002704']",0,1,0,0,0,0
DB02154,"2,3-Bis-Benzo[1,3]Dioxol-5-Ylmethyl-Succinic Acid",small molecule,['BE0003881'],0,1,0,0,0,0
DB02155,3-[(3-sec-butyl-4-hydroxybenzoyl)amino]azepan-4-yl 4-(2-hydroxy-5-methoxybenzoyl)benzoate,small molecule,['BE0003761'],0,1,0,0,0,0
DB02158,"(2S,3S,4R,5S)-2-(4-Amino-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)-5-[(methylsulfanyl)methyl]-3,4-pyrrolidinediol",small molecule,"['BE0001128', 'BE0002007']",0,1,0,0,0,0
DB02159,(R)-Propylene glycol,small molecule,"['BE0001524', 'BE0003751']",0,1,0,0,0,0
DB02160,S-Butyryl-Cystein,small molecule,['BE0001422'],0,1,0,0,0,0
DB02161,Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester,small molecule,['BE0002705'],0,1,0,0,0,0
DB02162,5'-O-(N-Ethyl-Sulfamoyl)Adenosine,small molecule,['BE0001473'],0,1,0,0,0,0
DB02163,"2,5-Xylidine",small molecule,['BE0001229'],0,1,0,0,0,0
DB02164,N-sulfo-flavin mononucleotide,small molecule,['BE0003766'],0,1,0,0,0,0
DB02165,Zinc trihydroxide,small molecule,['BE0000807'],0,1,0,0,0,0
DB02166,Propidium,small molecule,['BE0000426'],0,1,0,0,0,0
DB02168,6-bromopurine,small molecule,['BE0002706'],0,1,0,0,0,0
DB02169,"9,10-Deepithio-9,10-Didehydroacanthifolicin",small molecule,['BE0001447'],0,1,0,0,0,0
DB02170,"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One",small molecule,['BE0001209'],0,1,0,0,0,0
DB02172,"2,5-Dideoxy-2,5-Imino-D-Glucitol",small molecule,['BE0001220'],0,1,0,0,0,0
DB02174,D-Glutamine,small molecule,['BE0001461'],0,1,0,0,0,0
DB02175,Malonic acid,small molecule,"['BE0001917', 'BE0001513', 'BE0000838', 'BE0002707', 'BE0002708', 'BE0002675']",0,1,0,0,0,0
DB02177,1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine,small molecule,['BE0000516'],0,1,0,0,0,0
DB02178,Phenylacetaldehyde,small molecule,['BE0001222'],0,1,0,0,0,0
DB02180,Myristoyl-Coa,small molecule,"['BE0001502', 'BE0003780']",0,1,0,0,0,0
DB02181,2'-Deoxyguanosine-5'-Triphosphate,small molecule,"['BE0003106', 'BE0001442']",0,1,0,0,0,0
DB02182,Hybrid Between B and C Type Hemes (Protoporphyrin Ixcontaining Fe),small molecule,['BE0001998'],0,1,0,0,0,0
DB02183,Adenosine-5'-ditungstate,small molecule,['BE0001473'],0,1,0,0,0,0
DB02184,"D-1,4-dithiothreitol",small molecule,['BE0001270'],0,1,0,0,0,0
DB02185,"2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One",small molecule,['BE0004111'],0,1,0,0,0,0
DB02186,N-Acetyl-D-Galactosamine 6-Sulfate,small molecule,['BE0001416'],0,1,0,0,0,0
DB02187,Equilin,small molecule,"['BE0000194', 'BE0000123']",0,1,0,0,0,0
DB02188,N-Methylmesoporphyrin Containing Copper,small molecule,['BE0001307'],0,1,0,0,0,0
DB02189,"2',3'-Dideoxyadenosine triphosphate",small molecule,['BE0004486'],0,1,0,0,0,0
DB02190,(S)-oxalosuccinic acid,small molecule,['BE0001249'],0,1,0,0,0,0
DB02191,"(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One",small molecule,"['BE0001412', 'BE0004000']",0,1,0,0,0,0
DB02192,Phenylethyl alcohol,small molecule,['BE0001535'],0,1,0,0,0,0
DB02195,"3-(4-Fluorophenyl)-1-Hydroxy-2-(Pyridin-4-Yl)-1h-Pyrrolo[3,2-B]Pyridine",small molecule,['BE0001019'],0,1,0,0,0,0
DB02196,Uridine-Diphosphate-N-Acetylgalactosamine,small molecule,"['BE0004629', 'BE0001429', 'BE0001521', 'BE0001428', 'BE0000214', 'BE0001454']",0,1,0,0,0,0
DB02197,"4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide",small molecule,['BE0001072'],0,1,0,0,0,0
DB02198,2-Bromoacetyl Group,small molecule,['BE0000017'],0,1,0,0,0,0
DB02201,Malonate Ion,small molecule,"['BE0002709', 'BE0004444']",0,1,0,0,0,0
DB02205,(+)-Rutamarin alcohol,small molecule,['BE0000720'],0,1,0,0,0,0
DB02207,7-Nitroindazole,small molecule,"['BE0000263', 'BE0000005']",0,1,0,0,0,0
DB02209,Pyridoxine phosphate,small molecule,"['BE0001540', 'BE0000404']",0,1,0,0,0,0
DB02210,"Hexane-1,6-Diol",small molecule,"['BE0001076', 'BE0000794', 'BE0001248', 'BE0001514', 'BE0003997']",0,1,0,0,0,0
DB02211,(R)-N-methyl-N-2-propynyl-1-indanamine,small molecule,['BE0002196'],0,1,0,0,0,0
DB02213,Metanitrophenyl-Alpha-D-Galactoside,small molecule,"['BE0001477', 'BE0001496']",0,1,0,0,0,0
DB02214,"6,7-dioxo-5H-8-ribitylaminolumazine",small molecule,['BE0001449'],0,1,0,0,0,0
DB02215,Furoyl-Leucine,small molecule,['BE0003872'],0,1,0,0,0,0
DB02216,S-Methylcysteine,small molecule,"['BE0000941', 'BE0001145']",0,1,0,0,0,0
DB02217,Dpb-T,small molecule,['BE0001515'],0,1,0,0,0,0
DB02218,"N-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside",small molecule,"['BE0002639', 'BE0004457']",0,1,0,0,0,0
DB02220,AL7089A,small molecule,['BE0000322'],0,1,0,0,0,0
DB02221,"4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide",small molecule,['BE0000322'],0,1,0,0,0,0
DB02222,"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine",small molecule,['BE0000250'],0,1,0,0,0,0
DB02223,LY231514 tetra glu,small molecule,['BE0001438'],0,1,0,0,0,0
DB02225,"1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine",small molecule,['BE0001560'],0,1,0,0,0,0
DB02226,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium",small molecule,['BE0000426'],0,1,0,0,0,0
DB02228,2-deoxy-2-fluoro-¦Â-D-galactose,small molecule,['BE0001421'],0,1,0,0,0,0
DB02229,5'-O-[(L-methionyl)-sulphamoyl]adenosine,small molecule,['BE0001537'],0,1,0,0,0,0
DB02230,Immucillin-G,small molecule,['BE0000250'],0,1,0,0,0,0
DB02232,"1,2-Dihydroxybenzene",small molecule,"['BE0001459', 'BE0001308']",0,1,0,0,0,0
DB02233,6-hydroxy-D-norleucine,small molecule,['BE0001532'],0,1,0,0,0,0
DB02234,S-Ethylisothiourea,small molecule,"['BE0001483', 'BE0000005', 'BE0000263']",0,1,0,0,0,0
DB02235,L-methionine (R)-S-oxide,small molecule,"['BE0002714', 'BE0003392', 'BE0001786']",0,1,0,0,0,0
DB02236,Glycinamide Ribonucleotide,small molecule,"['BE0001547', 'BE0001476', 'BE0000882']",0,1,0,0,0,0
DB02237,Maltotetraose,small molecule,"['BE0001500', 'BE0001427']",0,1,0,0,0,0
DB02239,Laevulinic Acid,small molecule,['BE0000050'],0,1,0,0,0,0
DB02240,Quinacrine mustard,small molecule,['BE0001551'],0,1,0,0,0,0
DB02242,Cyclohexanepropanoic acid,small molecule,['BE0001389'],0,1,0,0,0,0
DB02243,4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide,small molecule,['BE0001504'],0,1,0,0,0,0
DB02247,Hydrolyzed Cephalothin,small molecule,['BE0001358'],0,1,0,0,0,0
DB02249,2-Ethoxyethanol,small molecule,['BE0000465'],0,1,0,0,0,0
DB02251,O-Succinylbenzoate,small molecule,"['BE0002494', 'BE0002715', 'BE0004273']",0,1,0,0,0,0
DB02252,Iodobenzene,small molecule,['BE0001335'],0,1,0,0,0,0
DB02254,Trifluoro-thiamin phosphate,small molecule,['BE0001327'],0,1,0,0,0,0
DB02255,Ilomastat,small molecule,"['BE0001363', 'BE0003872', 'BE0004104']",0,1,0,0,0,0
DB02256,2'-Deoxyuridine,small molecule,"['BE0001224', 'BE0001438']",0,1,0,0,0,0
DB02257,N-Bromoacetyl-Aminoethyl Phosphate,small molecule,['BE0001469'],0,1,0,0,0,0
DB02258,SR11254,small molecule,['BE0000144'],0,1,0,0,0,0
DB02259,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid (4-Sulfamoyl-Phenyl)-Amide",small molecule,['BE0000623'],0,1,0,0,0,0
DB02260,4-Oxosebacic Acid,small molecule,"['BE0002002', 'BE0000050']",0,1,0,0,0,0
DB02261,Platelet Activating Factor,small molecule,"['BE0001432', 'BE0005561']",0,1,0,0,0,0
DB02262,Orotic acid,small molecule,"['BE0002008', 'BE0001533', 'BE0000382', 'BE0001525', 'BE0001452']",0,0,0,1,0,0
DB02263,Glyceraldehyde-3-Phosphate,small molecule,"['BE0002606', 'BE0002717', 'BE0002057']",0,1,0,0,0,0
DB02264,O2-Sulfo-Glucuronic Acid,small molecule,"['BE0000689', 'BE0001121', 'BE0001541']",0,1,0,0,0,0
DB02265,Ethyl-Trimethyl-Silane,small molecule,['BE0001411'],0,1,0,0,0,0
DB02266,Flufenamic acid,small molecule,"['BE0000262', 'BE0000017', 'BE0000592', 'BE0000132', 'BE0000071', 'BE0000215']",1,0,0,0,0,0
DB02267,Argininosuccinate,small molecule,"['BE0000520', 'BE0001471']",0,1,0,0,0,0
DB02268,4-(Acetylamino)-3-Amino Benzoic Acid,small molecule,['BE0001468'],0,1,0,0,0,0
DB02269,[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1h-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium,small molecule,['BE0001739'],0,1,0,0,0,0
DB02270,Dimethylallyl S-Thiolodiphosphate,small molecule,"['BE0001517', 'BE0004050', 'BE0004051']",0,1,0,0,0,0
DB02271,S-(2-oxo)pentadecylcoa,small molecule,['BE0003780'],0,1,0,0,0,0
DB02272,Porphobilinogen,small molecule,['BE0000050'],0,1,0,0,0,0
DB02274,7-Keto-8-Aminopelargonic Acid,small molecule,['BE0001519'],0,1,0,0,0,0
DB02276,(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide,small molecule,['BE0001475'],0,1,0,0,0,0
DB02277,1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,small molecule,['BE0001019'],0,1,0,0,0,0
DB02278,"7,8-dihydro-7,7-dimethyl-6-hydroxypterin",small molecule,['BE0001488'],0,1,0,0,0,0
DB02279,Benzoylformic Acid,small molecule,['BE0003766'],0,1,0,0,0,0
DB02280,(R)-Mandelic acid,small molecule,"['BE0001286', 'BE0001498']",0,1,0,0,0,0
DB02281,Formycin,small molecule,"['BE0002007', 'BE0001128']",0,1,0,0,0,0
DB02282,5'-S-methyl-5'-thioadenosine,small molecule,"['BE0001456', 'BE0001128']",0,1,0,0,0,0
DB02283,2-Phenylamino-Ethanesulfonic Acid,small molecule,['BE0001530'],0,1,0,0,0,0
DB02285,Protoporphyrin,small molecule,['BE0000085'],0,1,0,0,0,0
DB02287,2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine,small molecule,"['BE0000048', 'BE0001739', 'BE0000895']",0,1,0,0,0,0
DB02288,CRA-9334,small molecule,['BE0001739'],0,1,0,0,0,0
DB02289,2-Aminopropanedioic Acid,small molecule,['BE0001490'],0,1,0,0,0,0
DB02290,"3-{2,6,8-trioxo-9-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",small molecule,['BE0001270'],0,1,0,0,0,0
DB02292,Irosustat,small molecule,"['BE0000322', 'BE0001197']",0,0,0,1,0,0
DB02294,"(5R,6S,7S,8S)-5-hydroxymethyl-6,7,8-trihydroxy-tetrazolo[1,5-A]piperidine",small molecule,['BE0001421'],0,1,0,0,0,0
DB02296,Isoamyl alcohol,small molecule,['BE0000270'],0,1,0,0,0,0
DB02297,2-Amino-6-Chloropyrazine,small molecule,['BE0001072'],0,1,0,0,0,0
DB02299,Arginineamide,small molecule,['BE0004502'],0,1,0,0,0,0
DB02300,Calcipotriol,small molecule,['BE0000779'],1,0,0,0,0,0
DB02301,"5,10-Methylene-6-Hydrofolic Acid",small molecule,"['BE0001438', 'BE0001492', 'BE0001501']",0,1,0,0,0,0
DB02302,Symmetric dimethylarginine,small molecule,['BE0001234'],0,1,0,0,0,0
DB02303,"(5S)-5-Iododihydro-2,4(1H,3H)-pyrimidinedione",small molecule,['BE0000960'],0,1,0,0,0,0
DB02305,"4,5-Dehydro-D-Glucuronic Acid",small molecule,['BE0001416'],0,1,0,0,0,0
DB02306,Palmitoyl-Linoleoyl Phosphatidylcholine,small molecule,['BE0000935'],0,1,0,0,0,0
DB02307,N-(1-carboxy-3-phenylpropyl)phenylalanyl-alpha-asparagine,small molecule,['BE0001528'],0,1,0,0,0,0
DB02308,"4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium",small molecule,['BE0001583'],0,1,0,0,0,0
DB02309,5-monophosphate-9-beta-D-ribofuranosyl xanthine,small molecule,"['BE0001240', 'BE0000077']",0,1,0,0,0,0
DB02310,"3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium",small molecule,['BE0001534'],0,1,0,0,0,0
DB02311,Methyl Methylsulfinylmethyl Sulfide,small molecule,['BE0000695'],0,1,0,0,0,0
DB02312,beta-D-galactose 6-phosphate,small molecule,['BE0001435'],0,1,0,0,0,0
DB02314,Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate,small molecule,"['BE0001538', 'BE0001258']",0,1,0,0,0,0
DB02315,Cyclic GMP,small molecule,"['BE0002085', 'BE0004631', 'BE0003425']",0,1,0,0,0,0
DB02316,"1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid",small molecule,['BE0000558'],0,1,0,0,0,0
DB02317,Alpha-D-Galactose-1-Phosphate,small molecule,['BE0001357'],0,1,0,0,0,0
DB02318,2-deoxy-2-fluoro-alpha-D-mannosyl fluoride,small molecule,['BE0003505'],0,1,0,0,0,0
DB02319,"5,6-dihydroxy-NADP",small molecule,['BE0001545'],0,1,0,0,0,0
DB02320,N-beta-D-glucopyranosylacetamide,small molecule,['BE0000916'],0,1,0,0,0,0
DB02321,"5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol",small molecule,['BE0001497'],0,1,0,0,0,0
DB02322,Heparin Disaccharide I-S,small molecule,['BE0000975'],0,1,0,0,0,0
DB02323,EM-1745,small molecule,['BE0000194'],0,1,0,0,0,0
DB02326,1-Hydroxyamine-2-Isobutylmalonic Acid,small molecule,['BE0001182'],0,1,0,0,0,0
DB02327,Triethylene glycol,small molecule,"['BE0001531', 'BE0002730', 'BE0002731']",0,1,0,0,0,0
DB02328,2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid,small molecule,['BE0000791'],0,1,0,0,0,0
DB02329,Carbenoxolone,small molecule,['BE0000329'],0,1,0,0,0,0
DB02332,Flavin-N7 protonated-adenine dinucleotide,small molecule,['BE0001550'],0,1,0,0,0,0
DB02333,Deoxyuridine-5'-Triphosphate,small molecule,"['BE0001527', 'BE0001400', 'BE0001489', 'BE0001318', 'BE0001364']",0,1,0,0,0,0
DB02334,(R)-2-Hydroxy-3-Sulfopropanoic Acid,small molecule,['BE0001437'],0,1,0,0,0,0
DB02335,2-Aminothiazoline,small molecule,['BE0000263'],0,1,0,0,0,0
DB02336,RU83876,small molecule,['BE0000838'],0,1,0,0,0,0
DB02337,S-(D-Carboxybutyl)-L-Homocysteine,small molecule,['BE0000845'],0,1,0,0,0,0
DB02338,NADPH,small molecule,"['BE0001979', 'BE0001439', 'BE0001467', 'BE0001552', 'BE0000960', 'BE0000073']",0,1,0,0,0,0
DB02339,Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,small molecule,['BE0001553'],0,1,0,0,0,0
DB02340,N-Acetyl-Serine,small molecule,['BE0000004'],0,1,0,0,0,0
DB02341,"Mdl 101,146",small molecule,"['BE0003758', 'BE0000394']",0,1,0,0,0,0
DB02342,2-Methoxyestradiol,small molecule,"['BE0002374', 'BE0002089', 'BE0003543', 'BE0001111', 'BE0002090']",0,0,0,1,0,0
DB02343,"3,6,9,12,15-Pentaoxaheptadecane",small molecule,"['BE0002732', 'BE0003797', 'BE0000426']",0,1,0,0,0,0
DB02345,Selenocysteine,small molecule,"['BE0004543', 'BE0003106', 'BE0001446', 'BE0001511']",0,1,0,0,0,0
DB02346,3'-O-N-Octanoyl-a-D-Glucopyranosyl-B-D-Fructofuranoside,small molecule,['BE0001508'],0,1,0,0,0,0
DB02347,2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid,small molecule,['BE0000829'],0,1,0,0,0,0
DB02348,Monofluorophosphate ion,small molecule,['BE0000916'],0,1,0,0,0,0
DB02350,"N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide",small molecule,['BE0001116'],0,1,0,0,0,0
DB02352,3-(Benzyloxy)Pyridin-2-Amine,small molecule,"['BE0001019', 'BE0001680']",0,1,0,0,0,0
DB02353,Heparin Disaccharide Iii-S,small molecule,['BE0000975'],0,1,0,0,0,0
DB02354,4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1h-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine,small molecule,['BE0001739'],0,1,0,0,0,0
DB02355,Adenosine-5'-Rp-Alpha-Thio-Triphosphate,small molecule,['BE0002733'],0,1,0,0,0,0
DB02358,LY374571,small molecule,['BE0000617'],0,1,0,0,0,0
DB02359,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine",small molecule,['BE0001120'],0,1,0,0,0,0
DB02360,Bis-Napthyl Beta-Ketophosphonic Acid,small molecule,['BE0001010'],0,1,0,0,0,0
DB02361,S-Methyl Thiocysteine Group,small molecule,['BE0001539'],0,1,0,0,0,0
DB02363,2'-Monophosphoadenosine-5'-Diphosphate,small molecule,"['BE0001445', 'BE0003317', 'BE0002010']",0,1,0,0,0,0
DB02364,2-Amino-3-(Diethoxy-Phosphoryloxy)-Propionic Acid,small molecule,['BE0002014'],0,1,0,0,0,0
DB02365,"1,10-Phenanthroline",small molecule,['BE0001434'],0,1,0,0,0,0
DB02366,CRA_10762,small molecule,['BE0001739'],0,1,0,0,0,0
DB02367,(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine,small molecule,['BE0001116'],0,1,0,0,0,0
DB02368,N-Acetyl-L-Citrulline,small molecule,['BE0001526'],0,1,0,0,0,0
DB02370,Nz-(1-Carboxyethyl)-Lysine,small molecule,['BE0001460'],0,1,0,0,0,0
DB02371,"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid",small molecule,['BE0001529'],0,1,0,0,0,0
DB02373,Adenosine monotungstate,small molecule,['BE0001687'],0,1,0,0,0,0
DB02374,Xylose-Derived Imidazole,small molecule,['BE0001339'],0,1,0,0,0,0
DB02375,Myricetin,small molecule,"['BE0001315', 'BE0004145']",0,1,0,0,0,0
DB02376,"D-gluconhydroximo-1,5-lactam",small molecule,['BE0004338'],0,1,0,0,0,0
DB02377,Guanine,small molecule,"['BE0000250', 'BE0001556', 'BE0002009', 'BE0001055']",0,1,0,0,0,0
DB02378,MMI-175,small molecule,['BE0000988'],0,1,0,0,0,0
DB02379,Beta-D-Glucose,small molecule,"['BE0000916', 'BE0001330', 'BE0001056', 'BE0001326', 'BE0002844', 'BE0002490', 'BE0002735', 'BE0002736', 'BE0002739', 'BE0002740', 'BE0002741', 'BE0002059', 'BE0002058', 'BE0004501', 'BE0001567', 'BE0001847', 'BE0001935', 'BE0004581', 'BE0001762', 'BE0001947', 'BE0001671', 'BE0001698', 'BE0001772', 'BE0004512', 'BE0001728', 'BE0001625', 'BE0002060', 'BE0001329', 'BE0002078', 'BE0001219', 'BE0004111', 'BE0002830', 'BE0002639', 'BE0003024', 'BE0003242', 'BE0002948', 'BE0002755', 'BE0004492', 'BE0004592', 'BE0003243', 'BE0003244', 'BE0003245', 'BE0001393', 'BE0003212', 'BE0004467', 'BE0003247', 'BE0000017', 'BE0001108', 'BE0002951', 'BE0001386', 'BE0003248', 'BE0001339', 'BE0002635', 'BE0001371', 'BE0001539', 'BE0001008', 'BE0001496', 'BE0004472', 'BE0001485', 'BE0003249', 'BE0004457', 'BE0003250', 'BE0001427', 'BE0003251', 'BE0001263', 'BE0003165', 'BE0001411', 'BE0001225', 'BE0001500', 'BE0001335', 'BE0001552', 'BE0001295', 'BE0001107', 'BE0000926', 'BE0001996', 'BE0002006', 'BE0002017']",0,1,0,0,0,0
DB02381,nor-NOHA,small molecule,['BE0000286'],0,0,0,1,0,0
DB02382,Namn,small molecule,"['BE0001229', 'BE0001336']",0,1,0,0,0,0
DB02383,Tolrestat,small molecule,"['BE0000747', 'BE0004352', 'BE0004353']",0,0,0,0,0,1
DB02384,(E)-2-Fluoro-P-Hydroxycinnamate,small molecule,['BE0001631'],0,1,0,0,0,0
DB02386,Leucine Phosphonic Acid,small molecule,['BE0003882'],0,1,0,0,0,0
DB02388,"Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",small molecule,['BE0001097'],0,1,0,0,0,0
DB02391,"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One",small molecule,['BE0000250'],0,1,0,0,0,0
DB02393,"D-Gluco-2,5-Anhydro-1-Deoxy-1-Phosphonohexitol-6-Phosphate",small molecule,['BE0001073'],0,1,0,0,0,0
DB02395,"3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol",small molecule,['BE0001184'],0,1,0,0,0,0
DB02396,Methylethylamine,small molecule,['BE0004467'],0,1,0,0,0,0
DB02398,6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine,small molecule,['BE0000895'],0,1,0,0,0,0
DB02399,L-Rhamnitol,small molecule,['BE0001880'],0,1,0,0,0,0
DB02400,ES-936,small molecule,['BE0001184'],0,1,0,0,0,0
DB02401,"4-Hydroxy-1,2,5-oxadiazole-3-carboxylic acid",small molecule,['BE0000068'],0,1,0,0,0,0
DB02402,"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine",small molecule,"['BE0001302', 'BE0004001']",0,1,0,0,0,0
DB02403,2-Fluoroaniline,small molecule,['BE0001248'],0,1,0,0,0,0
DB02404,1-Deoxy-1-Thio-Heptaethylene Glycol,small molecule,['BE0000426'],0,1,0,0,0,0
DB02405,12-Bromododecanoic Acid,small molecule,['BE0003957'],0,1,0,0,0,0
DB02406,N-Valeric Acid,small molecule,['BE0002742'],0,1,0,0,0,0
DB02407,6-O-Cyclohexylmethyl Guanine,small molecule,"['BE0001072', 'BE0003734']",0,1,0,0,0,0
DB02408,"(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol",small molecule,"['BE0001319', 'BE0004187']",0,1,0,0,0,0
DB02410,"2-Acetyl-3-[(4-Amino-2-Methyl-5-Pyrimidinyl)Methyl]-4-Methyl-5-(4,6,6-Trihydroxy-3,5-Dioxa-4,6-Diphosphahex-1-Yl)Thiazolium Inner Salt P,P'-Dioxide",small molecule,['BE0002674'],0,1,0,0,0,0
